,artist,track,track_id,popularity,year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,duration_ms,time_signature
10760,Drake,Ice Melts,spotify:track:7bJ4mu7MHa3rHiNyKjOoSl,60,2017,0.813,0.551,6,-7.605,0,0.353,0.08,0.0,0.386,0.598,124.957,audio_features,250770,4
10761,Mike WiLL Made-It,"Perfect Pint (feat. Kendrick Lamar, Gucci Mane & Rae Sremmurd)",spotify:track:3A2OHirUAlQp2x73BJlEDA,60,2017,0.741,0.562,4,-5.474,0,0.165,0.172,0.0,0.0751,0.292,180.068,audio_features,240926,4
10762,Rain Sounds ACE,Rain in the Park,spotify:track:5aVTpbRU7DM9GfCNydb9MR,61,2017,0.0,0.654,3,-14.77,0,0.0,0.106,1.0,0.859,0.0,0.0,audio_features,164452,0
10763,Josh A,Gucci Coffin,spotify:track:0DzUwvANSN6lW8TnkjGOyT,62,2017,0.781,0.69,0,-6.611,1,0.237,0.052,0.0,0.353,0.591,120.024,audio_features,180005,4
10764,Sky Fall SF,Rain Sounds: Rainfall,spotify:track:4j6NKbX08MJRruVUttANU8,61,2017,0.175,0.835,1,-22.591,1,0.0516,0.127,0.932,0.959,1e-05,132.874,audio_features,142502,5
10765,Milky Chance,Cocoon,spotify:track:6acDlNeA06MCVCzsTVGr9V,59,2017,0.743,0.659,10,-6.755,1,0.0343,0.0998,0.00028,0.0622,0.804,114.033,audio_features,255160,4
10766,Doobie,When the Drugs Don't Work,spotify:track:0i39HdwYbAl5YCEbnBUWeG,57,2017,0.765,0.525,2,-8.241,1,0.396,0.784,0.0,0.129,0.316,80.005,audio_features,230250,4
10767,Samuel Lindon,La Tour,spotify:track:0NOzMlTrPHMQ68snNK891G,64,2017,0.573,0.0198,3,-25.76,0,0.0449,0.993,0.941,0.112,0.284,61.978,audio_features,134000,3
10768,EXO,Ko Ko Bop,spotify:track:5EzitieoPnjyKHAq0gfRMa,68,2017,0.749,0.85,0,-4.346,1,0.0468,0.0319,4.81e-05,0.0678,0.672,145.983,audio_features,190423,4
10769,Taylor Swift,So It Goes...,spotify:track:5PxFv9yJEg9dxvbZggykro,63,2017,0.574,0.61,2,-7.283,1,0.0732,0.122,1.1e-06,0.13,0.374,74.957,audio_features,227907,4
10770,Machine Gun Kelly,27,spotify:track:2Y0y4yxzNmKceQ0nBK2Qwj,61,2017,0.499,0.654,6,-6.782,1,0.11,0.0734,0.000144,0.104,0.0464,169.839,audio_features,298520,4
10771,Burbank,"Sorry, I Like You",spotify:track:34MqDD3411uJQvXsqpZv3D,62,2017,0.833,0.641,9,-6.337,1,0.0613,0.266,3.75e-06,0.268,0.586,86.02,audio_features,122791,4
10772,Future,Patek Water,spotify:track:7r6LNJT2LqpLpEyZQJPygt,61,2017,0.86,0.561,6,-5.757,0,0.185,0.274,0.0,0.108,0.354,152.984,audio_features,189480,4
10773,Wifisfuneral,Wya?,spotify:track:58orasu4acwvl06LdyRCyH,59,2017,0.787,0.433,11,-12.083,0,0.645,0.403,0.0,0.0713,0.2,169.99,audio_features,124232,4
10774,Sir Sly,High,spotify:track:17aDyX39gb1iV1ZWvD1ffE,60,2017,0.743,0.733,2,-5.576,1,0.0352,0.00705,0.00753,0.0565,0.726,122.975,audio_features,231897,4
10775,Kevin Gates,Imagine That,spotify:track:7CCb8IeGwXfnENvvGnCk9c,57,2017,0.667,0.797,11,-6.012,0,0.35,0.105,0.0,0.17,0.816,180.015,audio_features,220987,4
10776,Idealism,Lonely,spotify:track:6EUMXzizgZAFOhll8tKXyB,62,2017,0.425,0.21,8,-12.242,0,0.0451,0.776,0.902,0.0992,0.311,158.846,audio_features,119902,4
10777,Chris Stapleton,I Was Wrong,spotify:track:7dUdMZqfGSIt0ZkmTOgRLA,58,2017,0.657,0.577,2,-8.586,0,0.0341,0.393,0.0291,0.105,0.434,135.558,audio_features,191480,4
10778,Joyner Lucas,Winter Blues,spotify:track:3LHbk7L7mFQj0Wiv4dB9lR,60,2017,0.643,0.766,0,-6.141,0,0.425,0.843,3.14e-06,0.228,0.54,131.001,audio_features,275298,4
10779,BONES,Oxygen,spotify:track:08TvXzt1TIVVQyIoQphndN,63,2017,0.691,0.507,1,-11.035,0,0.0442,0.0273,0.000856,0.113,0.15,119.977,audio_features,142056,4
10780,Young Dolph,Play Wit Yo' Bitch,spotify:track:1QstbjmlSF0xMxGIdvhiGh,57,2017,0.784,0.457,1,-7.615,1,0.314,0.00476,0.0,0.25,0.281,75.961,audio_features,310399,4
10781,NF,You're Special,spotify:track:4dfy1Pij4jFFefoamgnoOF,62,2017,0.676,0.304,5,-10.649,0,0.0634,0.209,9.94e-06,0.103,0.0421,119.895,audio_features,312333,4
10782,Summer Salt,Candy Wrappers,spotify:track:3iFYY09Z5yoNy1QnJBt4AR,59,2017,0.692,0.546,5,-7.33,1,0.0262,0.696,0.415,0.302,0.483,95.042,audio_features,194418,4
10783,Lil Uzi Vert,Two®,spotify:track:65kp3OFn7JXbCvkm3m2Ui2,59,2017,0.266,0.642,7,-5.133,1,0.0694,0.424,0.0,0.0943,0.0371,75.022,audio_features,185276,4
10784,Ocean Makers,Pacific Rest Ocean,spotify:track:7HgBLJT1daE6jTNJ1bnCPF,60,2017,0.166,0.0945,9,-15.351,1,0.0764,0.168,0.957,0.491,1e-05,118.932,audio_features,170048,5
10785,The Head and the Heart,Don't Dream It's Over,spotify:track:4b1hVHiZrltoXPDskF0mCp,60,2017,0.433,0.73,8,-4.933,1,0.0315,0.0824,2.01e-06,0.105,0.346,84.138,audio_features,219517,4
10786,Lil Uzi Vert,The Way Life Goes (feat. Nicki Minaj & Oh Wonder) - Remix,spotify:track:6GNifiuBPrKFpwNBYnooFm,60,2017,0.749,0.671,6,-5.151,1,0.0599,0.68,0.0,0.167,0.756,81.994,audio_features,268864,4
10787,NCT 127,Cherry Bomb,spotify:track:3o8QzWsiiqTUVgBZfHgF58,66,2017,0.713,0.603,6,-4.896,0,0.287,0.000759,5.51e-06,0.0453,0.799,78.027,audio_features,236667,4
10788,The Honeysticks,Out Like a Light,spotify:track:6ikeNpeQ5zBO98brvwSzN0,60,2017,0.523,0.458,11,-7.785,1,0.0275,0.171,0.00244,0.072,0.359,125.954,audio_features,256019,3
10789,Fozzy,Judas,spotify:track:2QQDH8gt4nyxFu2XX6bhG8,62,2017,0.418,0.907,0,-3.675,1,0.0584,0.000101,0.000433,0.346,0.473,99.17,audio_features,250793,4
10790,Steven Universe,Here Comes a Thought,spotify:track:6bX8I0kg3J6IXWVlyVknh1,60,2017,0.75,0.513,0,-9.576,1,0.0876,0.423,0.0,0.0756,0.471,91.004,audio_features,202340,4
10791,blackbear,make daddy proud,spotify:track:1V8c3uV6p7uTsfQof5oRXg,60,2017,0.818,0.497,4,-7.249,0,0.0502,0.162,0.0,0.0645,0.814,102.042,audio_features,208235,3
10792,Serenity of Sound,Exotic Rain,spotify:track:5Kkpf5Mg0xQZF1REiSGJpB,60,2017,0.14,0.0018,2,-19.566,0,0.0772,0.171,0.998,0.798,1e-05,138.278,audio_features,222569,4
10793,Sam Smith,Burning,spotify:track:7FyhrRNRJOZSM8IeuAx7su,59,2017,0.631,0.224,6,-9.383,1,0.0417,0.885,0.0,0.282,0.365,86.936,audio_features,203290,4
10794,BONES,CtrlAltDelete,spotify:track:1ZNVczQsUBA64aWhvWqaap,62,2017,0.69,0.803,7,-9.084,0,0.0915,0.577,6.49e-05,0.117,0.204,161.489,audio_features,178224,4
10795,Kiana Ledé,Fairplay,spotify:track:5nMBzG9xVnJZTpZKgnWCec,61,2017,0.726,0.668,5,-5.916,0,0.158,0.585,0.000338,0.165,0.604,139.885,audio_features,169040,4
10796,The Sound Designers,Calming Sea Sound,spotify:track:2bPAX8bgA99aDcLveZpZeW,60,2017,0.0659,0.83,1,-16.107,1,0.0591,0.135,0.019,0.224,1e-05,77.408,audio_features,112303,3
10797,XXXTENTACION,Bowser,spotify:track:3axhnTsNa4YefoyLGxjdWz,60,2017,0.8,0.491,10,-8.293,0,0.0468,0.309,0.0,0.332,0.425,135.008,audio_features,187654,4
10798,Manuel Turizo,Una Lady Como Tú,spotify:track:7MHN1aCFtLXjownGhvEQlF,72,2017,0.788,0.477,4,-7.348,1,0.0434,0.549,0.0,0.349,0.86,94.983,audio_features,213027,4
10799,P!nk,Beautiful Trauma,spotify:track:2DlIwu1iDTILEMXA7MUotn,66,2017,0.412,0.619,7,-6.39,1,0.0725,0.0868,2.55e-06,0.4,0.234,95.977,audio_features,250053,4
10800,A$AP Mob,Walk On Water,spotify:track:0WQcnrsEqrY2e5nexGe3HX,60,2017,0.9,0.532,0,-5.516,1,0.0744,0.0889,0.0,0.0533,0.592,140.023,audio_features,236227,4
10801,Caleb Belkin,I Fall in Love Too Easliy,spotify:track:4BGfM7Faj0dyEnSuaOw67j,61,2017,0.662,0.349,5,-14.022,0,0.214,0.637,0.00213,0.124,0.234,141.951,audio_features,139691,4
10802,SUNMI,Gashina,spotify:track:0jFHMDRXxKaREor3hBEEST,68,2017,0.722,0.833,6,-3.915,1,0.094,0.0556,0.0,0.195,0.53,93.941,audio_features,180000,4
10803,Lil Uzi Vert,"Go Off (with Lil Uzi Vert, Quavo & Travis Scott)",spotify:track:53MHr9cjIlwet0mpmqNvjC,57,2017,0.733,0.777,8,-2.83,0,0.0791,0.0256,0.0,0.239,0.724,88.494,audio_features,217561,4
10804,Jakey,Moby Dick,spotify:track:0ghq9ciZLPrFmlRCIUXgj0,60,2017,0.765,0.713,0,-4.969,1,0.0378,0.174,0.00734,0.207,0.177,128.007,audio_features,195491,4
10805,DaVido,Fall,spotify:track:4ou5xyFUJX4VwX76tw1qb1,63,2017,0.928,0.675,5,-3.535,1,0.0566,0.379,0.0,0.0533,0.794,105.952,audio_features,240000,4
10806,Emma Wiederstahl,Hallelujah,spotify:track:0EPQUq6224sCi4gpWq6mqR,62,2017,0.525,0.0816,2,-24.814,1,0.0597,0.994,0.925,0.11,0.313,72.117,audio_features,249264,3
10807,Yoke Lore,Goodpain,spotify:track:3rFeq7vjP5iyhEDssZV49n,58,2017,0.664,0.666,0,-5.116,1,0.0275,0.00343,0.000104,0.068,0.364,96.992,audio_features,261986,4
10808,Lil Yachty,Forever Young,spotify:track:4CwumbYOUtgSylJnSrZ7oY,59,2017,0.685,0.615,6,-7.983,1,0.0387,0.548,5.06e-06,0.169,0.717,137.932,audio_features,177720,4
10809,Lauv,I Like Me Better - Recorded at Spotify Studios NYC,spotify:track:2uQNcZYa0SEbfW4cj0d9OS,68,2017,0.454,0.151,9,-13.444,1,0.06,0.777,0.0,0.0792,0.362,90.187,audio_features,202685,4
10810,Plies,Real Hitta (feat. Kodak Black),spotify:track:1fnRwgZLgAYMM1dVL1oqwG,57,2017,0.559,0.531,10,-6.981,0,0.404,0.0137,0.0,0.293,0.333,144.367,audio_features,231674,4
10811,Lil Uzi Vert,Pretty Mami,spotify:track:14nAQy3fHVzDb7LKxpS7Ld,58,2017,0.697,0.531,10,-5.527,0,0.0402,0.409,0.0,0.142,0.621,139.972,audio_features,264124,4
10812,Winds and Oceans,Wet Dreams of Rain,spotify:track:11Od1tdNLkqgIjGwvFGUen,60,2017,0.0928,0.906,0,-20.669,0,0.104,0.14,0.973,0.306,0.0236,88.076,audio_features,285465,4
10813,Niall Horan,Flicker,spotify:track:5BpmwiKR6ns1EtfCQRpNUc,66,2017,0.263,0.307,3,-9.724,1,0.0296,0.708,7.77e-06,0.337,0.24,182.148,audio_features,258025,3
10814,Granger Smith,Happens Like That,spotify:track:11fWR3u9wjDMW4oVDbUbyT,58,2017,0.557,0.807,7,-5.428,1,0.0825,0.189,0.0,0.234,0.578,81.045,audio_features,171493,4
10815,Futuristic,Epiphany (feat. NF),spotify:track:1QOqNh2GvfN0ToramLPw5R,59,2017,0.754,0.823,6,-5.502,0,0.22,0.281,0.0,0.107,0.548,125.932,audio_features,249168,4
10816,Sample Rain Library,Dark Rain Sound,spotify:track:6IMPIkbRTfw1GIb4w270Vr,60,2017,0.146,0.00279,2,-19.075,0,0.0676,0.14,0.994,0.885,1e-05,106.126,audio_features,218050,4
10817,Lil Uzi Vert,No Sleep Leak,spotify:track:0QV16pno66L6K3fn4W13b7,58,2017,0.788,0.689,8,-7.211,1,0.13,0.0112,0.0,0.22,0.681,136.045,audio_features,189230,4
10818,Toro y Moi,Girl Like You,spotify:track:6TFUZ8Bt1brEwomY90SKXi,57,2017,0.629,0.823,1,-5.744,1,0.0597,0.35,0.039,0.0801,0.397,169.961,audio_features,223773,4
10819,Bad Bunny,Tu No Metes Cabra,spotify:track:43SMQMC2X2fAOuTPRnSGrG,65,2017,0.86,0.641,7,-2.149,1,0.219,0.689,0.00331,0.107,0.432,92.013,audio_features,170762,4
10820,Sample Rain Library,Ambiente Lluvia,spotify:track:5fhZ8Pd7ieNCeebaLZDjN3,61,2017,0.112,0.536,0,-20.181,0,0.072,0.125,0.965,0.385,0.0237,95.393,audio_features,257433,3
10821,G-Eazy,Sober,spotify:track:3qk4wRMDlaeagZGjSYbsOV,62,2017,0.558,0.766,6,-5.953,0,0.231,0.263,0.0,0.32,0.182,96.281,audio_features,203960,4
10822,Future,Solo,spotify:track:4lH6nENd1y81jp7Yt9lTBX,58,2017,0.784,0.486,5,-6.497,0,0.0475,0.0538,0.497,0.101,0.0894,110.964,audio_features,265996,4
10823,Micah Tyler,Even Then,spotify:track:1y6Xu9iSTxUeUjDJyfu61e,57,2017,0.625,0.704,6,-6.779,0,0.0395,0.0256,0.0,0.139,0.441,74.996,audio_features,196173,4
10824,SEVENTEEN,Don't Wanna Cry,spotify:track:6Upu6yjkdi0DVI8E3IBZEU,67,2017,0.781,0.683,0,-4.258,1,0.0325,0.164,1.53e-06,0.16,0.722,100.005,audio_features,203427,4
10825,Kelly Clarkson,Love So Soft,spotify:track:16QN8cBubEq706vNtPpOME,60,2017,0.808,0.581,11,-5.43,1,0.07,0.0053,1.19e-05,0.0828,0.758,130.012,audio_features,172427,4
10826,Machine Gun Kelly,Habits,spotify:track:7IHznpBxFDKwGSFFZitRk2,60,2017,0.664,0.597,0,-8.835,1,0.0437,0.0152,0.00218,0.0915,0.201,143.99,audio_features,200116,4
10827,ODESZA,Falls (feat. Sasha Sloan),spotify:track:6oNZ0WxqptE7V0qpjtyJ4a,60,2017,0.294,0.697,6,-6.029,1,0.128,0.0398,0.00011,0.136,0.183,160.566,audio_features,232937,4
10828,Jon Langston,Right Girl Wrong Time,spotify:track:3l4ocz4JRx92xTAnqNTgGG,57,2017,0.611,0.721,6,-6.133,1,0.0404,0.0253,0.0,0.126,0.217,116.929,audio_features,222893,4
10829,Kygo,First Time,spotify:track:2Gl0FzuLxflY6nPifJp5Dr,67,2017,0.633,0.592,0,-7.245,0,0.112,0.197,0.0,0.099,0.679,90.066,audio_features,193511,4
10830,ODESZA,Higher Ground (feat. Naomi Wild),spotify:track:7KT7VGnPU5QVXN3q1BOeqb,59,2017,0.629,0.852,1,-5.094,1,0.0521,0.0865,0.0215,0.263,0.415,104.997,audio_features,215131,4
10831,AJR,Location - Live from Spotify,spotify:track:1xpv74iYg4ZSKHX1WcnTQF,56,2017,0.566,0.261,10,-8.801,1,0.0375,0.863,0.0,0.106,0.477,97.595,audio_features,178795,4
10832,Jelly Roll,Only,spotify:track:4ZuiBNRL7M6ZIICenuF0zm,57,2017,0.695,0.745,11,-4.566,1,0.0292,0.0124,0.0,0.0863,0.484,105.01,audio_features,198116,3
10833,Laura Dreyfuss,Requiem,spotify:track:6WYHJTCeO3kyRfRmQW9enw,60,2017,0.409,0.404,4,-6.517,1,0.0285,0.446,0.0,0.132,0.288,80.356,audio_features,259693,4
10834,TWICE,LIKEY,spotify:track:0Wf8czfSUf68GaqkgaeJY9,67,2017,0.716,0.91,4,-1.077,0,0.0341,0.403,0.000406,0.13,0.447,132.0,audio_features,207824,4
10835,Chris Stapleton,Midnight Train To Memphis,spotify:track:6tInq1Sn2eehdsQGA9Aafh,59,2017,0.28,0.93,9,-7.573,1,0.104,0.0014,0.011,0.371,0.623,177.258,audio_features,222653,3
10836,Zach Williams,Fear Is a Liar,spotify:track:6Z85UCEueQcgSyChlrEu5G,57,2017,0.456,0.438,5,-8.457,1,0.0286,0.163,0.0,0.194,0.0972,144.047,audio_features,265120,4
10837,Samsa,Solo,spotify:track:4XOlo2K3XX1ICy1KfEiWyO,59,2017,0.526,0.525,0,-12.345,1,0.26,0.712,0.000148,0.139,0.66,73.731,audio_features,208144,4
10838,Billy Marchiafava,Yikes!,spotify:track:0GSUry7Qw9ofdMV9RfvMFC,60,2017,0.951,0.422,1,-7.3,0,0.356,0.475,0.0,0.11,0.63,119.868,audio_features,90494,4
10839,$uicideBoy$,Obey The Walrus,spotify:track:44ApO1Q5s0dXveC0zRlWxi,59,2017,0.85,0.805,8,-4.541,1,0.233,0.016,0.0,0.104,0.346,149.127,audio_features,141819,4
10840,Steven Universe,Stronger Than You,spotify:track:3ry3QOTArZPVqduQETTX4m,61,2017,0.727,0.543,8,-7.18,1,0.053,0.126,0.0,0.122,0.482,97.93,audio_features,172636,4
10841,The Vamps,Middle Of The Night,spotify:track:74vs7PD7iG2GnWUGnb8Yuq,65,2017,0.588,0.752,11,-4.322,0,0.0576,0.00359,0.0,0.0813,0.4,130.09,audio_features,174600,4
10842,Tove Lo,disco tits,spotify:track:1TIiWomS4i0Ikaf9EKdcLn,63,2017,0.79,0.728,7,-6.523,1,0.0612,0.025,0.00106,0.172,0.333,110.059,audio_features,223795,4
10843,Rain Sounds Factory STHLM,Rain Sound : Night Time,spotify:track:1VfrDK40zAC1jzk1Rp6R1j,60,2017,0.144,0.999,10,-23.489,0,0.0419,0.605,0.852,0.911,1e-05,79.182,audio_features,199798,4
10844,Ruth B.,Dandelions,spotify:track:2eAvDnpXP5W0cVtiI0PUxV,61,2017,0.609,0.692,1,-2.958,1,0.0259,0.0157,0.0,0.0864,0.454,116.959,audio_features,233720,3
10845,Dreams of Dreams,Oceanic Calmness,spotify:track:15C6LZS1l1ulhDaUe2TbDO,59,2017,0.146,0.719,0,-14.12,0,0.0488,0.152,0.976,0.712,1e-05,68.021,audio_features,120380,4
10846,Cosmo Sheldrake,Come Along,spotify:track:17q1nFo1UQvXiQ8TD7aI8H,57,2017,0.649,0.699,0,-5.531,0,0.0846,0.76,0.00474,0.208,0.309,97.967,audio_features,219413,4
10847,Rain Storm Sample Library,Serenity Rain,spotify:track:1LjsSXsKZ4mi7eP6NA8Au8,60,2017,0.153,0.996,10,-16.574,0,0.047,0.121,0.999,0.755,1e-05,94.976,audio_features,177022,4
10848,Hey Violet,O.D.D.,spotify:track:1HuIahUPUXCx7Kz4rgMXFU,61,2017,0.553,0.611,6,-6.468,1,0.0464,0.00935,1.04e-06,0.149,0.369,154.094,audio_features,222689,4
10849,Rain Recorders,Rainy Alley,spotify:track:1ewDC0xdTNVmzszuZ93BiO,60,2017,0.152,0.206,3,-21.578,0,0.0574,0.119,0.993,0.885,1e-05,108.785,audio_features,205811,3
10850,Migos,Deadz (feat. 2 Chainz),spotify:track:4AlrLQ2RMxOwz1gTTkb4vQ,59,2017,0.862,0.785,8,-3.571,1,0.232,0.162,0.0,0.128,0.372,123.012,audio_features,274097,4
10851,Ali Gatie,Losing You,spotify:track:4bPXGxre9kgBgsMU1iygA7,62,2017,0.696,0.495,8,-9.466,1,0.0888,0.822,0.0,0.128,0.44,160.041,audio_features,164309,4
10852,Lil Peep,Avoid,spotify:track:1Cx37RLHtu6ZWA0W1uGkai,62,2017,0.56,0.531,8,-6.14,0,0.0484,0.396,0.0,0.103,0.289,79.789,audio_features,240253,4
10853,Christopher Varela,Deep Forest - Cello Version,spotify:track:7gi7v5tKoJ1R7yunvDeU5F,62,2017,0.085,0.137,2,-15.559,1,0.0435,0.98,0.951,0.109,0.0592,167.408,audio_features,112843,4
10854,Cuco,Lava Lamp,spotify:track:4W64l7GktcWRZhQWHDoKaF,58,2017,0.517,0.622,5,-5.476,0,0.0353,0.528,0.00164,0.12,0.0947,119.809,audio_features,308500,3
10855,Majid Jordan,One I Want (feat. PARTYNEXTDOOR),spotify:track:6RD9GItAGZ3gbUbx14okHF,60,2017,0.913,0.223,11,-12.421,0,0.321,0.257,8.78e-05,0.0786,0.35,139.968,audio_features,212547,4
10856,Nick Jonas,Find You,spotify:track:77dwRzKegOkVtlHajKnDCb,64,2017,0.644,0.743,6,-4.076,0,0.0331,0.00114,0.0,0.0831,0.274,125.913,audio_features,197893,4
10857,Zach Williams,Old Church Choir,spotify:track:4F7GcPH79KzsQfNphjtkGx,58,2017,0.675,0.814,0,-5.816,1,0.0347,0.125,0.0,0.163,0.607,103.989,audio_features,176453,4
10858,Bruno Major,Fair-Weather Friend,spotify:track:1I9GllIh1R3EMvTFT5Tfn7,62,2017,0.68,0.34,6,-6.985,1,0.115,0.56,0.0021,0.0705,0.391,131.353,audio_features,186713,3
10859,Lil Uzi Vert,UnFazed (feat. The Weeknd),spotify:track:5O8x1YlmLQopQHErxtDfi9,59,2017,0.778,0.707,4,-3.606,0,0.0746,0.0459,0.0,0.111,0.458,126.684,audio_features,190355,4
10860,Chris Stapleton,Scarecrow In The Garden,spotify:track:2heBToLEB7odACQ3xwb32A,58,2017,0.633,0.529,1,-10.975,0,0.0288,0.14,0.000519,0.132,0.642,121.541,audio_features,200213,4
10861,Michael Jackson,Thriller,spotify:track:7azo4rpSUh8nXgtonC6Pkq,67,2017,0.764,0.887,11,-3.725,1,0.0738,0.0816,0.000108,0.847,0.721,118.421,audio_features,358053,4
10862,Chase Atlantic,Into It,spotify:track:4HwDCXsMBC7SUdp2WT4MZP,62,2017,0.518,0.572,10,-6.706,0,0.0416,0.0503,2.41e-05,0.129,0.291,130.053,audio_features,196767,4
10863,Halsey,Heaven In Hiding,spotify:track:2zRiYzBzeabQQ16BK3c6jk,61,2017,0.55,0.874,1,-3.954,0,0.136,0.0957,0.0,0.0618,0.476,117.926,audio_features,207174,4
10864,Whitney,Southern Nights,spotify:track:3HNKZy1An5Jlnb02lcV2yd,59,2017,0.568,0.295,7,-7.867,0,0.0494,0.993,0.499,0.14,0.43,84.225,audio_features,212622,4
10865,Drake,4422,spotify:track:2fkeWbM6iqTw7oGHTYm2lw,62,2017,0.61,0.229,11,-12.36,0,0.0333,0.558,0.0413,0.113,0.19,111.887,audio_features,186293,4
10866,KAROL G,A Ella,spotify:track:1pkMzGqBBS10nDiiYrNGGJ,69,2017,0.735,0.759,2,-5.354,1,0.193,0.242,1.96e-05,0.15,0.598,181.902,audio_features,198907,4
10867,The Harpeurs,Brahms Lullaby,spotify:track:1w8KJUP2hZ57CbJq7Z1cBD,63,2017,0.565,0.0357,5,-18.991,1,0.0722,0.991,0.946,0.113,0.516,66.007,audio_features,94059,3
10868,J. Cole,High For Hours,spotify:track:4WfjYOo0JxommRm1PyObJl,59,2017,0.871,0.446,1,-9.818,1,0.424,0.452,0.0,0.161,0.685,95.518,audio_features,251309,4
10869,Sam Eber,When All Else Fades,spotify:track:3ykoePqyJr7ihzmfqgtoV0,63,2017,0.339,0.104,8,-21.388,0,0.0435,0.987,0.919,0.105,0.0593,63.379,audio_features,188222,3
10870,Roy Blair,Hazel,spotify:track:6olfAuiqOGpkQLo4i5A7nd,58,2017,0.578,0.338,8,-12.005,1,0.0405,0.355,3.92e-06,0.0866,0.53,83.876,audio_features,246545,4
10871,Prince Royce,Deja vu,spotify:track:46HdsiK0uR26B2dY9QPzda,67,2017,0.732,0.801,9,-3.859,1,0.0327,0.39,0.0,0.31,0.824,123.981,audio_features,196480,4
10872,Novo Amor,Carry You,spotify:track:0u4rkpmNtgcFxYHepnVF4v,64,2017,0.334,0.397,7,-7.993,1,0.0283,0.558,0.0781,0.126,0.0351,92.291,audio_features,273107,4
10873,Aquilo,Silhouette,spotify:track:0ygOBx60exSPPvnI4sS28r,64,2017,0.234,0.414,1,-8.371,1,0.0476,0.702,0.0,0.0391,0.144,78.216,audio_features,230417,3
10874,Yung Bans,Lonely,spotify:track:3OrzQ7xwaLyhEV7M10CqCS,59,2017,0.764,0.362,6,-13.237,0,0.317,0.248,3e-06,0.0974,0.352,153.954,audio_features,194565,4
10875,Huncho Jack,Eye 2 Eye,spotify:track:4vwfOiyWxXeEdx4ejAJgdx,61,2017,0.818,0.651,2,-4.328,1,0.148,0.00119,0.0,0.104,0.156,146.015,audio_features,190679,4
10876,Lil Skies,The Clique,spotify:track:4n6TxUxKF7VBXZSRLGivAC,59,2017,0.615,0.704,10,-6.955,0,0.345,0.135,0.0,0.132,0.517,158.509,audio_features,146184,4
10877,BTS,MIC Drop (feat. Desiigner) [Steve Aoki Remix],spotify:track:7Ed6BkggCS2KaKY5YlINaF,63,2017,0.613,0.842,10,-4.332,0,0.219,0.0157,0.0,0.23,0.645,169.917,audio_features,238726,4
10878,NAV,Hit,spotify:track:0gHcxtyWQT0HrlGxaxP1KT,59,2017,0.869,0.682,6,-9.113,0,0.19,0.204,0.0554,0.132,0.634,140.084,audio_features,169787,4
10879,Gary Clark Jr.,Come Together,spotify:track:45HAjqRWiNv6mMPw4NvZrU,64,2017,0.447,0.788,2,-4.994,0,0.0464,0.00257,1.68e-05,0.0744,0.505,80.04,audio_features,193714,4
10880,DeJ Loaf,Make You Fall In Love,spotify:track:0tP7W6M6JHtnhX92Mk9RAS,58,2017,0.636,0.481,8,-6.323,1,0.113,0.213,0.0,0.123,0.346,135.016,audio_features,195762,4
10881,Alice Merton,No Roots,spotify:track:4CdfFYzaAJ0y0beKzmgJSn,57,2017,0.863,0.657,7,-7.295,1,0.105,0.264,0.00619,0.0713,0.829,115.958,audio_features,235813,4
10882,DaBaby,Above The Rim,spotify:track:6T8MebXlq6CnAcCWp0ZATC,57,2017,0.818,0.646,5,-6.472,0,0.0443,0.106,0.0,0.111,0.22,131.952,audio_features,178102,4
10883,Will Reagan,Not in a Hurry,spotify:track:4Xwry2rjyXZg9unm8QaRFL,59,2017,0.619,0.347,9,-10.686,1,0.0354,0.414,0.0,0.076,0.39,74.004,audio_features,291198,4
10884,Kip Moore,More Girls Like You,spotify:track:73WWkaWkIRSP3MYGZ14aY4,59,2017,0.555,0.746,2,-5.522,1,0.033,0.00825,0.0,0.0796,0.712,75.01,audio_features,154707,4
10885,Sam Smith,Say It First,spotify:track:67aDq4Z8lErpWQ0Ky0xaJo,59,2017,0.566,0.407,0,-10.293,1,0.0914,0.766,0.000185,0.111,0.156,119.781,audio_features,247555,4
10886,Playboi Carti,NO. 9,spotify:track:5Nq6lLSxphlsA6nQB0KtES,58,2017,0.885,0.607,1,-7.642,0,0.386,0.00973,0.0,0.325,0.391,137.881,audio_features,199191,4
10887,Colt Ford,Reload,spotify:track:1BjQ4UMtFEevraJaLt0Ode,57,2017,0.631,0.805,11,-5.37,0,0.127,0.132,0.0,0.167,0.633,160.079,audio_features,179693,4
10888,Dermot Kennedy,A closeness,spotify:track:0xVrusjXiWhqSQ5dPoiiWX,64,2017,0.526,0.458,5,-9.472,1,0.0384,0.766,0.000335,0.109,0.501,76.972,audio_features,251173,4
10889,Ulices Chaidez,Que Bonito Es Querer,spotify:track:7Jcvu13qlP4km0uDX9p2pZ,64,2017,0.746,0.384,7,-6.905,0,0.0338,0.802,0.0,0.133,0.427,134.044,audio_features,209664,4
10890,Jai Wolf,Starlight,spotify:track:4Dnss7a0Fobyvw2aWBnDzm,59,2017,0.312,0.72,9,-5.511,1,0.0338,0.00601,0.0337,0.0936,0.119,170.071,audio_features,223059,4
10891,Shawn Mendes,Roses,spotify:track:4uzUuDjoufcBXYZ27CsLIF,65,2017,0.611,0.489,0,-6.771,1,0.0343,0.4,0.0,0.117,0.267,78.145,audio_features,232200,4
