,artist,track,track_id,popularity,year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,duration_ms,time_signature
0,Roddy Ricch,The Box,spotify:track:0nbXyq5TXYPCO7pr3N8S4I,100,2019,0.896,0.586,10,-6.687,0,0.0559,0.104,0.0,0.79,0.642,116.971,audio_features,196653,4
1,Arizona Zervas,ROXANNE,spotify:track:696DnlkuDOXcMAnKlTgXXK,97,2019,0.621,0.601,6,-5.616,0,0.148,0.0522,0.0,0.46,0.457,116.735,audio_features,163636,5
2,Post Malone,Circles,spotify:track:21jGcNKet2qwijlDFuPiPb,95,2019,0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042,audio_features,215280,4
3,The Weeknd,Blinding Lights,spotify:track:0sf12qNH5qcw8qpgymFOqD,99,2019,0.513,0.796,1,-4.075,1,0.0629,0.00147,0.000209,0.0938,0.345,171.017,audio_features,201573,4
4,DaBaby,BOP,spotify:track:6Ozh9Ok6h4Oi1wUSLtBseN,91,2019,0.769,0.787,11,-3.909,1,0.367,0.189,0.0,0.129,0.836,126.77,audio_features,159715,4
5,Billie Eilish,everything i wanted,spotify:track:3ZCTVFBt2Brf31RLEnCkWJ,96,2019,0.704,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,0.243,120.006,audio_features,245426,4
6,YNW Melly,Suicidal,spotify:track:1iSqfoUFnQwV0QW1EfUit8,91,2019,0.736,0.369,9,-9.682,0,0.0688,0.334,0.0,0.126,0.235,140.005,audio_features,222997,4
7,Roddy Ricch,High Fashion (feat. Mustard),spotify:track:07KXEDMj78x68D884wgVEm,89,2019,0.831,0.499,11,-8.442,0,0.114,0.269,0.0,0.3,0.511,97.956,audio_features,220487,4
8,Dua Lipa,Don't Start Now,spotify:track:6WrI0LAC5M1Rw2MnX2ZvEg,97,2019,0.794,0.793,11,-4.521,0,0.0842,0.0125,0.0,0.0952,0.677,123.941,audio_features,183290,4
9,Juice WRLD,Bandit (with YoungBoy Never Broke Again),spotify:track:6Gg1gjgKi2AK4e0qzsR7sd,89,2019,0.474,0.631,5,-5.884,0,0.343,0.0687,0.0,0.132,0.425,180.051,audio_features,189323,4
10,Mustard,Ballin' (with Roddy Ricch),spotify:track:3QzAOrNlsabgbMwlZt7TAY,90,2019,0.809,0.545,7,-6.678,1,0.0735,0.392,0.0,0.151,0.244,97.008,audio_features,180435,4
11,Tones and I,Dance Monkey,spotify:track:2XU0oxnq2qxCpomAAuJY8K,98,2019,0.824,0.588,6,-6.4,0,0.0924,0.692,0.000104,0.149,0.513,98.027,audio_features,209438,4
12,Lil Uzi Vert,Futsal Shuffle 2020,spotify:track:2Ec33AVlkTTq8BHFgBTdQs,88,2019,0.881,0.457,7,-8.191,0,0.156,0.0327,0.0,0.231,0.296,136.97,audio_features,198913,4
13,DaBaby,TOES (feat. Lil Baby & Moneybagg Yo),spotify:track:2FvD20Z8aoWIePi7PoN8sG,87,2019,0.816,0.582,8,-4.141,1,0.341,0.0794,5.84e-06,0.0916,0.542,160.004,audio_features,136366,4
14,Doja Cat,Say So,spotify:track:3Dv1eDb0MEgF93GpLXlucZ,91,2019,0.787,0.673,11,-4.577,0,0.158,0.256,3.57e-06,0.0904,0.786,110.962,audio_features,237893,4
15,Camila Cabello,My Oh My (feat. DaBaby),spotify:track:3yOlyBJuViE2YSGn3nVE1K,93,2019,0.724,0.491,8,-6.024,1,0.0296,0.018,1.29e-05,0.0887,0.383,105.046,audio_features,170746,4
16,Lil Baby,Woah,spotify:track:598yNsG1JFrGd4n2kMoz7F,87,2019,0.882,0.602,11,-5.554,1,0.245,0.0177,0.0,0.178,0.43,142.959,audio_features,183011,4
17,BROCKHAMPTON,SUGAR,spotify:track:6U0FIYXCQ3TGrk4tFpLrEA,90,2019,0.453,0.538,1,-8.212,1,0.0638,0.449,0.0,0.19,0.516,122.973,audio_features,204533,4
18,Travis Scott,HIGHEST IN THE ROOM,spotify:track:3eekarcy7kvN4yt5ZFzltW,90,2019,0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,audio_features,175721,4
19,JACKBOYS,OUT WEST (feat. Young Thug),spotify:track:6gi6y1xwmVszDWkUqab1qw,87,2019,0.802,0.591,8,-4.895,1,0.225,0.0104,0.0,0.196,0.309,139.864,audio_features,157712,4
20,blackbear,hot girl bummer,spotify:track:7aiClxsDWFRQ0Kzk5KI5ku,91,2019,0.778,0.559,6,-7.109,0,0.0776,0.128,0.0,0.399,0.678,129.989,audio_features,185093,1
21,Billie Eilish,bad guy,spotify:track:2Fxmhks0bxGSBdJ92vM42m,94,2019,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,audio_features,194088,4
22,DaBaby,VIBEZ,spotify:track:0fySG6A6qLE8IvDpayb5bM,87,2019,0.768,0.652,1,-2.708,0,0.307,0.113,0.0,0.107,0.777,154.187,audio_features,144935,4
23,Don Toliver,No Idea,spotify:track:3VyjsVV24RmBIbWJAeUJNu,89,2019,0.656,0.614,6,-4.973,0,0.102,0.558,0.000862,0.215,0.35,128.038,audio_features,153750,4
24,Lewis Capaldi,Someone You Loved,spotify:track:7qEHsqek33rTcFNT9PFqLf,93,2019,0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891,audio_features,182161,4
25,Maroon 5,Memories,spotify:track:2b8fOow8UzyDFAE27YhOZM,95,2019,0.764,0.32,11,-7.209,1,0.0546,0.837,0.0,0.0822,0.575,91.019,audio_features,189486,4
26,Juice WRLD,Robbery,spotify:track:6Hj9jySrnFppAI0sEMCZpJ,86,2019,0.685,0.692,2,-5.122,1,0.0457,0.328,0.0,0.153,0.578,159.966,audio_features,240051,5
27,Dan + Shay,"10,000 Hours (with Justin Bieber)",spotify:track:2wrJq5XKLnmhRXHIAf9xBa,89,2019,0.654,0.63,10,-4.644,1,0.0259,0.153,0.0,0.111,0.43,89.991,audio_features,167693,4
28,The Weeknd,Heartless,spotify:track:57vxBYXtHMk6H1aD29V7PU,88,2019,0.531,0.75,10,-5.831,0,0.111,0.00632,7.6e-05,0.117,0.198,169.954,audio_features,200080,4
29,DaBaby,Suge,spotify:track:2gwkD6igEhQbDQegRCcdoB,84,2019,0.876,0.662,2,-6.482,0,0.426,0.0608,0.0,0.127,0.844,75.445,audio_features,163320,4
30,KAROL G,Tusa,spotify:track:7k4t7uLgtOxPwTpFmtJNTY,97,2019,0.803,0.715,2,-3.28,1,0.298,0.295,0.000134,0.0574,0.574,101.085,audio_features,200960,4
31,Billie Eilish,when the party's over,spotify:track:43zdsphuZLzwA9k4DJhU0I,89,2019,0.367,0.111,4,-14.084,1,0.0972,0.978,3.97e-05,0.0897,0.198,82.642,audio_features,196077,4
32,Lil Tecca,Ransom,spotify:track:1lOe9qE0vR9zwWQAOk6CoO,87,2019,0.745,0.642,7,-6.257,0,0.287,0.0204,0.0,0.0658,0.226,179.974,audio_features,131240,4
33,Drake,Money In The Grave (Drake ft. Rick Ross),spotify:track:5ry2OE6R2zPQFDO85XkgRb,86,2019,0.831,0.502,10,-4.045,0,0.046,0.101,0.0,0.122,0.101,100.541,audio_features,205427,4
34,Harry Styles,Adore You,spotify:track:1M4qEo4HE3PRaCOM7EXNJq,89,2019,0.676,0.771,8,-3.675,1,0.0483,0.0237,7e-06,0.102,0.569,99.048,audio_features,207133,4
35,TOKYO’S REVENGE,GOODMORNINGTOKYO!,spotify:track:0Q2n5yzl2XRqYbV77tZNYp,84,2019,0.907,0.539,4,-7.782,1,0.36,0.0408,0.0,0.253,0.664,124.918,audio_features,150115,4
36,Baby Keem,ORANGE SODA,spotify:track:5FkoSXiJPKTNyYgALRJFhD,83,2019,0.83,0.564,1,-7.822,1,0.235,0.177,0.0,0.128,0.107,85.042,audio_features,129882,4
37,J. Cole,MIDDLE CHILD,spotify:track:2JvzF1RMd7lE3KmFlsyZD8,84,2019,0.837,0.364,8,-11.713,1,0.276,0.149,0.0,0.271,0.463,123.984,audio_features,213594,4
38,Post Malone,Wow.,spotify:track:7xQAfvXzm3AkraOtGPWIZg,86,2019,0.829,0.539,11,-7.359,0,0.208,0.136,1.78e-06,0.103,0.388,99.96,audio_features,149547,4
39,Lil Mosey,Stuck In A Dream (feat. Gunna),spotify:track:7iHHxY2NLlJRAmlAmC4ahQ,84,2019,0.748,0.648,10,-6.445,0,0.0816,0.481,0.0,0.126,0.726,139.952,audio_features,123560,4
40,YoungBoy Never Broke Again,Make No Sense,spotify:track:6klLvorLoo1sxvZcjJIY8I,82,2019,0.876,0.733,10,-4.478,0,0.333,0.0208,0.0,0.0999,0.962,154.904,audio_features,148630,4
41,Noah Cyrus,July,spotify:track:5a6pdCHlWS2ekOOQ70QnAr,86,2019,0.708,0.186,9,-8.953,0,0.0422,0.868,0.0,0.0779,0.321,72.541,audio_features,156107,4
42,JP Saxe,If The World Was Ending (feat. Julia Michaels),spotify:track:2kJwzbxV2ppxnQoYw4GLBZ,88,2019,0.464,0.473,1,-10.086,1,0.129,0.866,0.0,0.109,0.604,75.801,audio_features,208687,4
43,NLE Choppa,Camelot,spotify:track:4sWuPniHClkInYAnzXAYUF,83,2019,0.787,0.713,7,-5.252,1,0.401,0.0849,0.0,0.717,0.762,175.041,audio_features,148759,4
44,Post Malone,Goodbyes (feat. Young Thug),spotify:track:0t3ZvGKlmYmVsDzBJAXK8C,87,2019,0.548,0.653,5,-3.875,1,0.081,0.456,0.0,0.103,0.163,150.068,audio_features,174853,4
45,"Tyler, The Creator",EARFQUAKE,spotify:track:5hVghJ4KaYES3BFUATCYn0,84,2019,0.554,0.498,9,-8.866,1,0.0685,0.23,5.98e-06,0.795,0.413,79.635,audio_features,190067,4
46,Surfaces,Sunday Best,spotify:track:1Cv1YLb4q0RzL6pybtaMLo,87,2019,0.878,0.525,5,-6.832,1,0.0578,0.183,0.0,0.0714,0.694,112.022,audio_features,158571,4
47,Ellie Goulding,Hate Me (with Juice WRLD),spotify:track:6kls8cSlUyHW2BUOkDJIZE,86,2019,0.657,0.768,8,-4.628,1,0.0507,0.108,0.0,0.144,0.759,75.025,audio_features,186223,4
48,Polo G,Pop Out (feat. Lil Tjay),spotify:track:6uFn47ACjqYkc0jADwEdj1,83,2019,0.772,0.639,1,-7.119,1,0.467,0.15,0.0,0.0698,0.261,168.112,audio_features,166560,4
49,Bad Bunny,Vete,spotify:track:5DxXgozhkPLgrbKFY91w0c,92,2019,0.886,0.672,1,-4.394,1,0.188,0.0363,8.78e-06,0.101,0.526,91.976,audio_features,192024,4
50,Travis Scott,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,spotify:track:7h0d2h0fUmzbs7zeFigJPn,86,2019,0.559,0.491,2,-6.406,0,0.0346,0.0567,0.0,0.0992,0.114,153.131,audio_features,244874,4
51,Ant Saunders,Yellow Hearts,spotify:track:2W4yABdLc4Jnds67Poi5Nl,86,2019,0.865,0.438,7,-8.943,1,0.0719,0.177,0.0,0.0743,0.695,129.038,audio_features,223258,4
52,Young Thug,Hot (Remix) [feat. Gunna and Travis Scott],spotify:track:56AMYGJzxBO6p8v0wEe9de,82,2019,0.845,0.631,7,-8.206,0,0.216,0.188,0.0,0.0806,0.545,111.983,audio_features,279907,4
53,Lil Tjay,F.N,spotify:track:0RLLvYBopDwooCyvnTwgYu,81,2019,0.567,0.515,6,-10.265,0,0.247,0.354,0.0,0.078,0.321,120.1,audio_features,224000,1
54,Conan Gray,Maniac,spotify:track:7hpJ9tATWb2vztlq99hERP,85,2019,0.623,0.647,8,-5.438,1,0.04,0.00122,0.0,0.354,0.522,107.987,audio_features,185787,4
55,Post Malone,Take What You Want (feat. Ozzy Osbourne & Travis Scott),spotify:track:7CZyCXKG6d5ALeq41sLzbw,84,2019,0.499,0.8,1,-2.665,0,0.0502,0.0906,0.0,0.147,0.272,139.919,audio_features,229573,4
56,Harry Styles,Falling,spotify:track:1ZMiCix7XSAbfAJlEZWMCp,85,2019,0.567,0.267,4,-6.502,1,0.0299,0.839,1.46e-06,0.089,0.0592,110.011,audio_features,240133,4
57,Roddy Ricch,Peta (feat. Meek Mill),spotify:track:4bl1HBZliBuYpFZjWgefE4,82,2019,0.778,0.573,10,-7.339,0,0.251,0.015,0.0,0.464,0.269,140.114,audio_features,198849,4
58,Lewis Capaldi,Before You Go,spotify:track:7ce20yLkzuXXLUhzIDoZih,89,2019,0.459,0.575,3,-4.858,1,0.0573,0.604,0.0,0.0885,0.183,111.881,audio_features,215107,4
59,Ariana Grande,7 rings,spotify:track:6ocbgoVGwYJhOv1GgI9NsF,88,2019,0.778,0.317,1,-10.732,0,0.334,0.592,0.0,0.0881,0.327,140.048,audio_features,178627,4
60,The Black Eyed Peas,RITMO (Bad Boys For Life),spotify:track:6cy3ki60hLwimwIje7tALf,94,2019,0.721,0.716,10,-7.037,0,0.0657,0.0334,0.00084,0.237,0.667,104.994,audio_features,221714,4
61,Y2K,Lalala,spotify:track:51Fjme0JiitpyXKuyQiCDo,88,2019,0.843,0.391,2,-7.899,1,0.0845,0.181,0.0,0.137,0.496,129.972,audio_features,160627,4
62,Post Malone,Enemies (feat. DaBaby),spotify:track:0Xek5rqai2jcOWCYWJfVCF,82,2019,0.542,0.674,6,-4.169,1,0.21,0.0588,0.0,0.0955,0.667,76.388,audio_features,196760,4
63,YNW Melly,223's (feat. 9lokknine),spotify:track:4sjiIpEv617LDXaidKioOI,81,2019,0.932,0.547,0,-7.787,0,0.333,0.0388,0.0,0.0924,0.695,94.998,audio_features,176640,4
64,Chris Brown,No Guidance (feat. Drake),spotify:track:6XHVuErjQ4XNm6nDPVCxVX,82,2019,0.698,0.454,1,-6.756,0,0.151,0.123,0.0,0.155,0.137,92.932,audio_features,260640,4
65,Old Dominion,One Man Band,spotify:track:08dFHFTx6r67MTsYn5ilDR,79,2019,0.706,0.358,6,-8.331,1,0.0348,0.677,0.0,0.107,0.478,75.991,audio_features,186240,4
66,Diplo,Heartless (feat. Morgan Wallen),spotify:track:0rFQ5cKYJ9WtHSKp9sxVYt,80,2019,0.764,0.555,11,-6.414,1,0.0604,0.275,0.0,0.0824,0.255,111.004,audio_features,169227,4
67,Marshmello,One Thing Right,spotify:track:4hPpVbbakQNv8YTHYaOJP4,83,2019,0.659,0.623,4,-2.253,1,0.0451,0.0667,0.0,0.582,0.439,88.042,audio_features,181824,4
68,Lil Uzi Vert,Sanguine Paradise,spotify:track:3XiNC94b4Tq1xwv70sQJGN,80,2019,0.729,0.603,6,-6.736,0,0.0666,0.0948,0.0,0.113,0.207,134.972,audio_features,243976,4
69,Trippie Redd,6 Kiss,spotify:track:7tgjDlQsMR8RvkdlNCJA58,80,2019,0.687,0.449,2,-10.061,1,0.154,0.109,0.0,0.282,0.229,142.048,audio_features,199437,4
70,Harry Styles,Lights Up,spotify:track:4jAIqgrPjKLTY9Gbez25Qb,85,2019,0.575,0.621,10,-8.165,0,0.032,0.0392,0.0045,0.141,0.27,101.987,audio_features,172213,4
71,Jonas Brothers,Sucker,spotify:track:22vgEDb5hykfaTwLuskFGD,86,2019,0.842,0.734,1,-5.065,0,0.0588,0.0427,0.0,0.106,0.952,137.958,audio_features,181027,4
72,Harry Styles,Watermelon Sugar,spotify:track:1e9oZCCiX42nJl0AcqriVo,86,2019,0.548,0.816,0,-4.209,1,0.0465,0.122,0.0,0.335,0.557,95.39,audio_features,174000,4
73,Billie Eilish,bury a friend,spotify:track:4SSnFejRGlZikf02HLewEF,86,2019,0.905,0.389,8,-14.505,1,0.332,0.74,0.162,0.106,0.196,120.046,audio_features,193143,4
74,Young Thug,Hot (feat. Gunna),spotify:track:5Z8HZM6iQMhhqyPcCGY5g9,80,2019,0.855,0.651,0,-8.044,0,0.235,0.063,0.0,0.0772,0.559,111.997,audio_features,193027,4
75,Juice WRLD,Let Me Know (I Wonder Why Freestyle),spotify:track:3wwo0bJvDSorOpNfzEkfXx,81,2019,0.635,0.537,7,-7.895,0,0.0832,0.172,0.0,0.418,0.383,125.028,audio_features,215381,4
76,Billie Eilish,i love you,spotify:track:6CcJMwBtXByIz4zQLzFkKc,84,2019,0.421,0.131,0,-18.435,1,0.0382,0.952,0.00453,0.109,0.12,137.446,audio_features,291796,4
77,Ali Gatie,It's You,spotify:track:5DqdesEfbRyOlSS3Tf6c29,87,2019,0.732,0.463,11,-6.972,0,0.0287,0.374,0.0,0.194,0.397,95.971,audio_features,212607,4
78,Megan Thee Stallion,Cash Shit (feat. DaBaby),spotify:track:2rMAtCaTj16NptyVfEIeAC,79,2019,0.921,0.635,1,-4.904,1,0.416,0.0218,0.0,0.0946,0.549,130.028,audio_features,192540,4
79,Taylor Swift,You Need To Calm Down,spotify:track:6RRNNciQGZEXnqk8SQ9yv5,85,2019,0.771,0.671,2,-5.617,1,0.0553,0.00929,0.0,0.0637,0.714,85.026,audio_features,171360,4
80,Olivia Rodrigo,"All I Want - From ""High School Musical: The Musical: The Series""",spotify:track:4Yxc55NX3tAXC2mHRAhtcW,82,2019,0.376,0.43,0,-6.585,0,0.0328,0.0902,0.0,0.0912,0.129,77.599,audio_features,177323,3
81,Lil Tecca,Ransom (with Juice WRLD) - Remix,spotify:track:2WsuSYJNXGKXVYkHPnq2yp,81,2019,0.684,0.671,2,-6.424,0,0.289,0.0119,0.0,0.0769,0.45,179.987,audio_features,171253,4
82,Idina Menzel,Into the Unknown,spotify:track:3Z0oQ8r78OUaHvGPiDBR3W,83,2019,0.323,0.405,10,-8.533,0,0.0413,0.849,0.000544,0.138,0.274,145.104,audio_features,194848,5
83,Lil Nas X,Old Town Road - Remix,spotify:track:2YpeDb67231RjR0MgVLzsG,88,2019,0.878,0.619,6,-5.56,1,0.102,0.0533,0.0,0.113,0.639,136.041,audio_features,157067,4
84,Shawn Mendes,Señorita,spotify:track:0TK2YIli7K1leLovkQiNik,90,2019,0.759,0.54,9,-6.039,0,0.0287,0.037,0.0,0.0945,0.75,116.947,audio_features,190960,4
85,Roddy Ricch,Start Wit Me (feat. Gunna),spotify:track:7A20WnLkjtZU2d7hIB6Ziu,80,2019,0.886,0.479,4,-8.054,0,0.334,0.077,0.0,0.135,0.408,130.029,audio_features,158692,4
86,Billie Eilish,wish you were gay,spotify:track:3Fj47GNK2kUF0uaEDgXLaD,84,2019,0.853,0.351,7,-10.198,1,0.241,0.39,9.38e-06,0.752,0.282,118.028,audio_features,221543,4
87,Sam Smith,How Do You Sleep?,spotify:track:6b2RcmUt1g9N9mQ3CbjX2Y,88,2019,0.477,0.682,1,-4.931,0,0.0925,0.153,0.0,0.0763,0.345,110.567,audio_features,202205,5
88,Trippie Redd,Death (feat. DaBaby),spotify:track:6YfTl5YupXOQBKiJJLrxcw,80,2019,0.802,0.82,10,-5.969,0,0.146,0.0579,0.0,0.149,0.613,164.005,audio_features,172196,4
89,Bad Bunny,Callaita,spotify:track:2TH65lNHgvLxCKXM3apjxI,88,2019,0.61,0.624,2,-4.773,1,0.309,0.6,2.12e-06,0.243,0.244,176.169,audio_features,250534,4
90,Ariana Grande,"thank u, next",spotify:track:3e9HZxeyfWwjeyPAMmWSSQ,85,2019,0.717,0.653,1,-5.634,1,0.0658,0.229,0.0,0.101,0.412,106.966,audio_features,207320,4
91,Mustard,Pure Water (with Migos),spotify:track:3j84U36KvLeXNDPv4t5pI8,81,2019,0.682,0.559,0,-5.545,1,0.127,0.174,0.0,0.344,0.137,202.015,audio_features,192471,4
92,Bazzi,I.F.L.Y.,spotify:track:4a6q8CR2hzLk2plDkSxkfD,84,2019,0.812,0.519,2,-4.823,1,0.0385,0.379,0.0,0.13,0.554,104.954,audio_features,165714,4
93,Lizzo,Truth Hurts,spotify:track:3HWzoMvoF3TQfYg4UPszDq,77,2019,0.715,0.624,4,-3.046,0,0.114,0.11,0.0,0.123,0.412,158.087,audio_features,173325,4
94,Tones and I,Never Seen The Rain,spotify:track:0JQ5MbyriK6ruD3t6RZ7ix,85,2019,0.672,0.464,6,-5.624,0,0.037,0.43,0.0,0.284,0.271,92.069,audio_features,200742,4
95,Chance the Rapper,Hot Shower,spotify:track:00ko9WaS4jOX1kEk3gvHjf,79,2019,0.899,0.509,9,-8.04,1,0.387,0.00157,0.0,0.0573,0.599,150.001,audio_features,225924,4
96,MEDUZA,Lose Control,spotify:track:7CHi4DtfK4heMlQaudCuHK,91,2019,0.598,0.526,10,-8.659,0,0.0415,0.129,0.0,0.14,0.529,123.935,audio_features,168387,4
97,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,spotify:track:0RiRZpuVRbi7oqRdSMwhQY,85,2019,0.755,0.522,2,-4.368,1,0.0575,0.533,0.0,0.0685,0.925,89.96,audio_features,157560,4
98,21 Savage,Immortal,spotify:track:4IO8X9W69dIQe0EC5ALXhq,79,2019,0.741,0.87,6,-3.494,0,0.503,0.00813,0.0,0.114,0.663,184.194,audio_features,254723,4
99,Billie Eilish,all the good girls go to hell,spotify:track:6IRdLKIyS4p7XNiP8r6rsx,85,2019,0.726,0.444,8,-8.922,0,0.372,0.283,0.143,0.177,0.569,185.044,audio_features,168840,4
100,Rod Wave,Heart On Ice,spotify:track:6fWa5CRgy0z30OeGZyMBvD,78,2019,0.733,0.389,10,-8.468,0,0.0738,0.0513,0.0,0.141,0.244,157.878,audio_features,159670,3
101,Lil Tecca,Did It Again,spotify:track:4guBZjUyrGoHsTahO3IHdj,80,2019,0.686,0.561,10,-9.929,0,0.191,0.185,0.0,0.114,0.186,148.775,audio_features,116240,4
102,Gabby Barrett,I Hope,spotify:track:2Hc4t9N2nt37oO4sF9BynI,78,2019,0.561,0.536,6,-6.227,1,0.0346,0.0951,0.0,0.114,0.378,150.014,audio_features,209229,4
103,J Balvin,LA CANCIÓN,spotify:track:0fea68AdmYNygeTGI4RC18,88,2019,0.754,0.646,7,-5.795,1,0.317,0.152,1.85e-05,0.108,0.429,176.089,audio_features,242573,4
104,Lil Nas X,Panini - DaBaby Remix,spotify:track:4SDgTLDYrJ2UrHbkRkg7MD,80,2019,0.717,0.598,5,-5.613,0,0.0809,0.22,0.0,0.122,0.496,153.905,audio_features,151040,4
105,Billie Eilish,you should see me in a crown,spotify:track:3XF5xLJHOQQRbWya6hBp7d,84,2019,0.678,0.533,4,-10.485,1,0.186,0.462,0.219,0.139,0.323,150.455,audio_features,180953,4
106,NLE Choppa,Famous Hoes,spotify:track:35Xf2ABjPzUXKz19akd7Jj,79,2019,0.732,0.627,4,-5.693,0,0.161,0.346,0.0,0.261,0.332,81.481,audio_features,135460,4
107,Lizzo,Good as Hell (feat. Ariana Grande) - Remix,spotify:track:07Oz5StQ7GRoygNLaXs2pd,86,2019,0.668,0.892,5,-3.001,0,0.0645,0.298,0.0,0.735,0.478,95.927,audio_features,159011,4
108,Flipp Dinero,How I Move (feat. Lil Baby),spotify:track:0jBJIQuToUUOEx7JJkiPzm,79,2019,0.826,0.635,5,-5.181,0,0.212,0.102,0.0,0.245,0.808,119.954,audio_features,224916,4
109,Internet Money,Somebody,spotify:track:735RSTb2xbtWbDtKD9XDYi,80,2019,0.63,0.671,6,-6.659,0,0.256,0.363,0.0,0.113,0.333,89.921,audio_features,174333,4
110,benny blanco,Graduation (with Juice WRLD),spotify:track:6cjSh516BbrNUs213jDAGm,80,2019,0.731,0.65,0,-5.286,1,0.271,0.107,0.0,0.124,0.605,154.968,audio_features,177847,4
111,Mustard,"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",spotify:track:2zjGJ0dChMR0KxBZS15aqo,80,2019,0.883,0.525,2,-8.054,0,0.0633,0.189,0.0,0.0971,0.312,99.978,audio_features,174100,4
112,Young Thug,Bad Bad Bad (feat. Lil Baby),spotify:track:1GeNui6m825V8jP4uKiIaH,79,2019,0.974,0.596,6,-8.888,1,0.184,0.0976,0.0,0.151,0.892,111.959,audio_features,149040,4
113,Lil Skies,I,spotify:track:4ZT9FnbFu1PaBfV3itxiqT,79,2019,0.649,0.453,6,-7.28,1,0.085,0.627,0.0,0.116,0.431,99.183,audio_features,181891,4
114,Taylor Swift,Lover,spotify:track:1dGr1c8CrMLDpV6mPbImSI,83,2019,0.359,0.543,7,-7.582,1,0.0919,0.492,1.58e-05,0.118,0.453,68.534,audio_features,221307,4
115,Maren Morris,The Bones,spotify:track:3npzogdOEiVsieXmmhBepL,78,2019,0.612,0.57,11,-6.642,0,0.0347,0.279,0.0,0.0963,0.335,77.004,audio_features,197293,4
116,Quality Control,Baby (Lil Baby feat. DaBaby),spotify:track:5MPPttjfGap2C6j6eKcO6J,78,2019,0.97,0.463,10,-7.259,1,0.366,0.0957,0.0,0.151,0.46,108.003,audio_features,142417,4
117,Young Thug,Hop Off A Jet (feat. Travis Scott),spotify:track:3RZftiuTcLOqpsd8ZlwNhr,80,2019,0.823,0.476,7,-8.951,1,0.242,0.0115,0.0,0.213,0.353,144.998,audio_features,174067,4
118,Tyga,Ayy Macarena,spotify:track:6LcauUZjF1eXQrgqMUecHX,89,2019,0.816,0.63,2,-5.568,1,0.226,0.133,0.0,0.0692,0.715,96.493,audio_features,131607,4
119,Sam Smith,Dancing With A Stranger (with Normani),spotify:track:6Qs4SXO9dwPj5GKvVOv8Ki,86,2019,0.741,0.52,8,-7.513,1,0.0656,0.45,1.97e-06,0.222,0.347,102.998,audio_features,171030,4
120,Lil Tecca,Love Me,spotify:track:4e0FYxSROat25pH16zMTZI,81,2019,0.719,0.538,11,-6.897,0,0.28,0.632,0.0,0.135,0.803,204.132,audio_features,117013,4
121,Jeremy Zucker,you were good to me,spotify:track:4CxFN5zON70B3VOPBYbd6P,81,2019,0.561,0.0848,2,-15.099,1,0.0404,0.913,2.62e-05,0.112,0.206,102.128,audio_features,219147,4
122,Saweetie,My Type,spotify:track:5KBARWIxeMGkvUax9VtVC9,79,2019,0.899,0.811,2,-6.294,1,0.258,0.000677,0.0,0.0672,0.587,105.038,audio_features,126446,4
123,Ed Sheeran,South of the Border (feat. Camila Cabello & Cardi B),spotify:track:4vUmTMuQqjdnvlZmAH61Qk,88,2019,0.857,0.621,9,-6.376,0,0.0824,0.148,0.0,0.0865,0.668,97.986,audio_features,204467,4
124,PARTYNEXTDOOR,Loyal (feat. Drake),spotify:track:5bvnqVuq7UFl0txSlHpsfS,82,2019,0.866,0.53,0,-6.347,0,0.0495,0.517,0.00159,0.0946,0.203,104.952,audio_features,197973,4
125,Lewis Capaldi,Bruises,spotify:track:4Of7rzpRpV1mWRbhp5rAqG,85,2019,0.736,0.308,4,-7.83,1,0.0677,0.946,0.0,0.186,0.361,111.202,audio_features,220492,4
126,H.E.R.,Slide,spotify:track:2rTnVB1bvwxHtaIl4uVu7f,79,2019,0.827,0.469,10,-9.141,0,0.341,0.0807,8.12e-06,0.207,0.196,97.028,audio_features,238321,4
127,Bazzi,Paradise,spotify:track:0Rx0DJI556Ix5gBny6EWmn,80,2019,0.844,0.644,11,-6.273,0,0.0479,0.0828,0.0,0.113,0.591,122.061,audio_features,169038,4
128,24kGoldn,VALENTINO,spotify:track:0c7K73roy6RW4ebDkf4yGh,80,2019,0.745,0.718,9,-4.853,0,0.183,0.197,0.0,0.134,0.539,151.097,audio_features,179133,4
129,Ed Sheeran,Beautiful People (feat. Khalid),spotify:track:4evmHXcjt3bTUHD1cvny97,87,2019,0.64,0.648,5,-8.113,0,0.187,0.124,0.0,0.0802,0.548,92.977,audio_features,197867,4
130,Summer Walker,Come Thru (with Usher),spotify:track:3TTMUI5dFcbeNSDTTDY9M8,79,2019,0.679,0.728,5,-3.092,0,0.154,0.159,0.0,0.107,0.46,152.001,audio_features,181013,4
